ที่,ประเภท อปท.,ชื่อ,ตำบล,อำเภอ,จังหวัด,ป่าสงวนฯ,ปีที่ถ่ายโอนภารกิจ,พื้นที่รับผิดชอบ,ชื่อหน่วยงาน,lat,long,พื้นที่เสี่ยง,บันทึกกรมป่าไม้,บันทึกกรมอุทยาน,แผนที่
2239,องค์การบริหารส่วนตำบล,นาทุ่ง,นาทุ่ง,สวรรคโลก,สุโขทัย,273.8,2549,สจป.4 ตาก,องค์การบริหารส่วนตำบลนาทุ่ง,17.3082614,99.7846846,45,,https://drive.google.com/file/d/14fFSMbCGMb2faBzTShEPCqbM-Somj-5Z/view?usp=drive_link,https://drive.google.com/file/d/1DZn0KCtjF6G5uy3VuIhJI8lYnEDSJioB/view?usp=drive_link
2240,เทศบาลตำบล,เมืองบางขลัง,เมืองบางขลัง,สวรรคโลก,สุโขทัย,"2,645.56",2549,สจป.4 ตาก,เทศบาลตำบลเมืองบางขลัง,17.2282813,99.7055426,50,,https://drive.google.com/file/d/1qe9Ps-VPsG0Ct8cKrP5umdXlUu930EKU/view?usp=drive_link,https://drive.google.com/file/d/1itzQ5kzZ0YuyF7klBJS60yx8XkN48Hmm/view?usp=drive_link
2241,องค์การบริหารส่วนตำบล,ด่านช้าง,ด่านช้าง,ด่านช้าง,สุพรรณบุรี,"76,758.01",2557,สจป.10 ราชบุรี,องค์การบริหารส่วนตำบลด่านช้าง,14.7537976,99.5695043,30,https://drive.google.com/file/d/1loLC5DcEk3i5rXNIvOFhhSd3JXfWXrRE/view?usp=drive_link,,
2242,องค์การบริหารส่วนตำบล,นิคมกระเสียว,นิคมกระเสียว,ด่านช้าง,สุพรรณบุรี,"25,794.75",2548,สจป.10 ราชบุรี,องค์การบริหารส่วนตำบลนิคมกระเสียว,14.8575316,99.576873,25,,https://drive.google.com/file/d/1pwIwCi5bS18EfrJWbMEnv2Z0TU7cM7k0/view?usp=drive_link,https://drive.google.com/file/d/1ZP3dx6-2qWwjcp7JfsUcbsIlyLAtyjvJ/view?usp=drive_link
2243,องค์การบริหารส่วนตำบล,วังคัน,วังคัน,ด่านช้าง,สุพรรณบุรี,"39,244.22",2548,สจป.10 ราชบุรี,องค์การบริหารส่วนตำบลวังคัน,14.95573102,99.64409351,25,,https://drive.google.com/file/d/1h5tQPV-1Y4D0UzDKJaM3MRjm4VTcC3B-/view?usp=drive_link,https://drive.google.com/file/d/1jnltDjVOFXBayiP6ROOtmSjGcraIyH1K/view?usp=drive_link
2244,องค์การบริหารส่วนตำบล,วังยาว,วังยาว,ด่านช้าง,สุพรรณบุรี,"65,956.23",2550,สจป.10 ราชบุรี,องค์การบริหารส่วนตำบลวังยาว,14.8898701,99.3774795,35,,https://drive.google.com/file/d/1qzBlzrVMO1Fv9oqYF99roTpZr6nSHtWE/view?usp=drive_link,
2245,องค์การบริหารส่วนตำบล,หนองมะค่าโมง,หนองมะค่าโมง,ด่านช้าง,สุพรรณบุรี,"4,293.35",2548,สจป.10 ราชบุรี,องค์การบริหารส่วนตำบลหนองมะค่าโมง,14.8730655,99.7037555,25,,https://drive.google.com/file/d/1kxVmCAVY8tllQlYdXf7yA2b3vTlbm2YC/view?usp=drive_link,
2246,องค์การบริหารส่วนตำบล,ห้วยขมิ้น,ห้วยขมิ้น,ด่านช้าง,สุพรรณบุรี,"36,270.44",2557,สจป.10 ราชบุรี,องค์การบริหารส่วนตำบลห้วยขมิ้น,14.9115173,99.6117834,25,https://drive.google.com/file/d/1Ftvh5_UShqelCsvHkavxMHD5GcN-1l5p/view?usp=drive_link,,
2247,องค์การบริหารส่วนตำบล,องค์พระ,องค์พระ,ด่านช้าง,สุพรรณบุรี,"47,529.47",2548,สจป.10 ราชบุรี,องค์การบริหารส่วนตำบลองค์พระ,14.8277182,99.3312527,30,,https://drive.google.com/file/d/1921D_jZ-7Ipblg8Cs32JGKAJbYDjYst9/view?usp=drive_link,https://drive.google.com/file/d/1Oo0P2b4ZCGvbKqPs5NvbkigMwyRAG57n/view?usp=drive_link
2248,องค์การบริหารส่วนตำบล,แจงงาม,แจงงาม,หนองหญ้าไซ,สุพรรณบุรี,61.45,2550,สจป.10 ราชบุรี,องค์การบริหารส่วนตำบลแจงงาม,14.8361792,99.8226436,0,,https://drive.google.com/file/d/1-EsnNpYt63vHIkmkRn9SXBRYUUHaPoxN/view?usp=drive_link,https://drive.google.com/file/d/1EFxLlj3JKblvR9EZQ9vEUKrLottTIZaS/view?usp=drive_link
2249,องค์การบริหารส่วนตำบล,ทัพหลวง,ทัพหลวง,หนองหญ้าไซ,สุพรรณบุรี,"1,711.14",2548,สจป.10 ราชบุรี,องค์การบริหารส่วนตำบลทัพหลวง,14.7609033,99.8234316,0,,https://drive.google.com/file/d/1Wb5PWvB3tQj6e2VBMSLgse9Fy7vFw5Q5/view?usp=drive_link,
2250,เทศบาลตำบล,จรเข้สามพัน,จรเข้สามพัน,อู่ทอง,สุพรรณบุรี,"6,910.77",2548,สจป.10 ราชบุรี,เทศบาลตำบลจรเข้สามพัน,14.3258013,99.8623353,25,,https://drive.google.com/file/d/1EOKijrKgZKaj_5_bL8ah1dJEw2l0COio/view?usp=drive_link,https://drive.google.com/file/d/1gatl00Rv5Xtc0hZ-0whMraf3LLUuQRi9/view?usp=drive_link
2251,องค์การบริหารส่วนตำบล,ดอนคา,ดอนคา,อู่ทอง,สุพรรณบุรี,"5,746.52",2548,สจป.10 ราชบุรี,องค์การบริหารส่วนตำบลดอนคา,14.47682,99.9376862,25,,https://drive.google.com/file/d/1Burlv1CeCiTPpK2eud6I63LvO43DC2Wf/view?usp=drive_link,
2252,เทศบาลตำบล,บ้านโข้ง,บ้านโข้ง,อู่ทอง,สุพรรณบุรี,"2,152.57",2550,สจป.10 ราชบุรี,เทศบาลตำบลบ้านโข้ง,14.56933729,99.87879574,25,,https://drive.google.com/file/d/1BtE5Gwq-kdFd5aWYUTz-hN3up8rjcyL7/view?usp=drive_link,https://drive.google.com/file/d/1HsGtoQtiXIz-wLbObZ9KLtcAWGo7HloG/view?usp=drive_link
2253,องค์การบริหารส่วนตำบล,พลับพลาไชย,พลับพลาไชย,อู่ทอง,สุพรรณบุรี,"9,389.77",2548,สจป.10 ราชบุรี,องค์การบริหารส่วนตำบลพลับพลาไชย,14.5067546,99.9174071,25,,https://drive.google.com/file/d/1qyPe29LaF0i5vyRp_e9D2IEMCZz4VM_7/view?usp=drive_link,https://drive.google.com/file/d/1aqvR1s5WmWZwzJE2nnZhxqQ-Xwq1z2_C/view?usp=drive_link
2254,องค์การบริหารส่วนตำบล,หนองโอ่ง,หนองโอ่ง,อู่ทอง,สุพรรณบุรี,"3,066.69",2548,สจป.10 ราชบุรี,องค์การบริหารส่วนตำบลหนองโอ่ง,14.4276188,99.9069664,25,,https://drive.google.com/file/d/1iZPWrWiiCwF0lS-JggJi2dghUy0BkY6Q/view?usp=drive_link,
2255,เทศบาลตำบล,ท้าวอู่ทอง,อู่ทอง,อู่ทอง,สุพรรณบุรี,"4,934.15",2548,สจป.10 ราชบุรี,เทศบาลตำบลท้าวอู่ทอง,14.3608106,99.884341,25,,https://drive.google.com/file/d/1DHNDaUJyi74uXNcfHzkEwF3AJCPkVhEB/view?usp=drive_link,https://drive.google.com/file/d/1ZP3dx6-2qWwjcp7JfsUcbsIlyLAtyjvJ/view?usp=drive_link
2256,องค์การบริหารส่วนตำบล,คลองสระ,คลองสระ,กาญจนดิษฐ์,สุราษฎร์ธานี,"20,771.12",2549,สจป.11 สุราษฎร์ธานี,องค์การบริหารส่วนตำบลคลองสระ,9.0328069,99.6198654,5,,https://drive.google.com/file/d/1LYxJRSqLCtKciHLyqmx9qmM7WI0BrFa1/view?usp=drive_link,https://drive.google.com/file/d/1_K44-HJgL03TTYKQE9hldN5YJw6AWtoT/view?usp=drive_link
2257,องค์การบริหารส่วนตำบล,ท่าอุแท,ท่าอุแท,กาญจนดิษฐ์,สุราษฎร์ธานี,"14,378.10",2565,สจป.11 สุราษฎร์ธานี,องค์การบริหารส่วนตำบลท่าอุแท,9.107520692,99.5072937,5,,,
2258,องค์การบริหารส่วนตำบล,ป่าร่อน,ป่าร่อน,กาญจนดิษฐ์,สุราษฎร์ธานี,"8,799.20",2555,สจป.11 สุราษฎร์ธานี,องค์การบริหารส่วนตำบลป่าร่อน,9.045032,99.5424913,0,https://drive.google.com/file/d/1ijjqxLnnC5OmRVge9LIomWG266IUyX0d/view?usp=drive_link,,
2259,เทศบาลตำบล,เกาะพะงัน,เกาะพะงัน,เกาะพะงัน,สุราษฎร์ธานี,340.84,2555,สจป.11 สุราษฎร์ธานี,เทศบาลตำบลเกาะพะงัน,9.717495944,99.99400735,0,https://drive.google.com/file/d/1ZCpD_FzDS0navn2IMambz6fAPUahsCii/view?usp=drive_link,,
2260,เทศบาลนคร,เกาะสมุย,"ลิปะน้อย, อ่างทอง,บ่อผุด,หน้าเมือง,แม่น้ำ",เกาะสมุย,สุราษฎร์ธานี,"6,943.00",2568,สจป.11 สุราษฎร์ธานี,เทศบาลนครเกาะสมุย,9.466265,99.98401,0,,,
2261,องค์การบริหารส่วนตำบล,กะเปา,กะเปา,คีรีรัฐนิคม,สุราษฎร์ธานี,0,2549,สจป.11 สุราษฎร์ธานี,องค์การบริหารส่วนตำบลกะเปา,9.0038902,98.9049302,0,,https://drive.google.com/file/d/1KKmSqVat47-yGP-_Cq6wenED76E-5AFd/view?usp=drive_link,https://drive.google.com/file/d/1B5lRxhExL4gTzGkCiLgPTPpgL6Ziz-cE/view?usp=drive_link
2262,องค์การบริหารส่วนตำบล,ถ้ำสิงขร,ถ้ำสิงขร,คีรีรัฐนิคม,สุราษฎร์ธานี,"16,742.43",2555,สจป.11 สุราษฎร์ธานี,องค์การบริหารส่วนตำบลถ้ำสิงขร,9.045338938,99.0396338,5,https://drive.google.com/file/d/1KP_jrzFX1xGj36pgG8odUXz2H3Qo4XTU/view?usp=drive_link,,
2263,องค์การบริหารส่วนตำบล,น้ำหัก,น้ำหัก,คีรีรัฐนิคม,สุราษฎร์ธานี,479.36,2549,สจป.11 สุราษฎร์ธานี,องค์การบริหารส่วนตำบลน้ำหัก,9.135643,98.955832,5,,https://drive.google.com/file/d/1pbiif7k3ksCMl8b_qgWToB_KFV2zKXGt/view?usp=drive_link,https://drive.google.com/file/d/1lzrARY2pS8QiSa9S1h56TGbQJuYEARKV/view?usp=drive_link
2264,องค์การบริหารส่วนตำบล,บ้านทำเนียบ,บ้านทำเนียบ,คีรีรัฐนิคม,สุราษฎร์ธานี,"75,469.83",2549,สจป.11 สุราษฎร์ธานี,องค์การบริหารส่วนตำบลบ้านทำเนียบ,8.890499,98.96553,0,,https://drive.google.com/file/d/19jzI86mzxi4J44YTiyL_-fbHGjN1y6tK/view?usp=drive_link,https://drive.google.com/file/d/1eFkudZAS4CfRqZZbkx4YURTfEaEUObY4/view?usp=drive_link
2265,องค์การบริหารส่วนตำบล,ย่านยาว,ย่านยาว,คีรีรัฐนิคม,สุราษฎร์ธานี,"6,154.50",2555,สจป.11 สุราษฎร์ธานี,องค์การบริหารส่วนตำบลย่านยาว,9.0154045,98.9661583,0,https://drive.google.com/file/d/1xeNzflnPLniGTLDT3TkMN2tzwpCPaKSh/view?usp=drive_link,,
2266,องค์การบริหารส่วนตำบล,เขาตอก,เขาตอก,เคียนซา,สุราษฎร์ธานี,44.16,2555,สจป.11 สุราษฎร์ธานี,องค์การบริหารส่วนตำบลเขาตอก,8.8451942,99.2237543,0,https://drive.google.com/file/d/1ct48hinh-hFg9M3Vkz20fGcCFVnJLQ5S/view?usp=drive_link,,
2267,องค์การบริหารส่วนตำบล,เคียนซา,เคียนซา,เคียนซา,สุราษฎร์ธานี,"17,534.91",2555,สจป.11 สุราษฎร์ธานี,องค์การบริหารส่วนตำบลเคียนซา,8.841097311,99.19431227,5,https://drive.google.com/file/d/1yd-QUO7cIvFM2256iWF5IpVWWNKTIIhA/view?usp=drive_link,,
2268,เทศบาลตำบล,บ้านเสด็จ,บ้านเสด็จ,เคียนซา,สุราษฎร์ธานี,"131,722.71",2555,สจป.11 สุราษฎร์ธานี,เทศบาลตำบลบ้านเสด็จ,8.7631081,99.0646167,0,https://drive.google.com/file/d/1vdnYqLtIQeCGUJaGmMW7_ZzDATYAOs-a/view?usp=drive_link,,
2269,องค์การบริหารส่วนตำบล,พ่วงพรมคร,พ่วงพรมคร,เคียนซา,สุราษฎร์ธานี,"85,662.18",2555,สจป.11 สุราษฎร์ธานี,องค์การบริหารส่วนตำบลพ่วงพรมคร,8.6985145,99.2286746,0,https://drive.google.com/file/d/12yNlTzXbOsI2Vq6jdV-PD6-xH5I-Kh3y/view?usp=drive_link,,
2270,องค์การบริหารส่วนตำบล,อรัญคามวารี,อรัญคามวารี,เคียนซา,สุราษฎร์ธานี,"35,736.25",2555,สจป.11 สุราษฎร์ธานี,องค์การบริหารส่วนตำบลอรัญคามวารี,8.74732953,99.19057846,50,https://drive.google.com/file/d/1e32XTZAGnltGvNIqjfebgs8MpX9llkjy/view?usp=drive_link,,
2271,องค์การบริหารส่วนตำบล,ตะกรบ,ตะกรบ,ไชยา,สุราษฎร์ธานี,652.13,2555,สจป.11 สุราษฎร์ธานี,องค์การบริหารส่วนตำบลตะกรบ,9.4775006,99.2219904,45,https://drive.google.com/file/d/1vasVDFXh7DWR-pCMym7nUYNDy-0sp7so/view?usp=drive_link,,
2272,องค์การบริหารส่วนตำบล,ทุ่ง,ทุ่ง,ไชยา,สุราษฎร์ธานี,"4,056.50",2567,สจป.11 สุราษฎร์ธานี,องค์การบริหารส่วนตำบลทุ่ง,9.1333512,99.402746,5,https://drive.google.com/file/d/1NxIvSkYYXk3SCpiPzSlBLFcV93NLDCeK/view?usp=drive_link,,
2273,องค์การบริหารส่วนตำบล,ปากหมาก,ปากหมาก,ไชยา,สุราษฎร์ธานี,"89,138.73",2555,สจป.11 สุราษฎร์ธานี,องค์การบริหารส่วนตำบลปากหมาก,9.4382018,99.0450383,5,https://drive.google.com/file/d/1DoFsIbMIes1LpLTVsads3dNOCoGMM6og/view?usp=drive_link,,
2274,เทศบาลตำบล,พุมเรียง,พุมเรียง,ไชยา,สุราษฎร์ธานี,"2,123.36",2555,สจป.11 สุราษฎร์ธานี,เทศบาลตำบลพุมเรียง,9.3778162,99.2725753,0,https://drive.google.com/file/d/1Tcak1NC6R_a62d3xgfmkfHb0Hw1CXacZ/view?usp=drive_link,,
2275,องค์การบริหารส่วนตำบล,โมถ่าย,โมถ่าย,ไชยา,สุราษฎร์ธานี,"1,759.72",2555,สจป.11 สุราษฎร์ธานี,องค์การบริหารส่วนตำบลโมถ่าย,9.480217552,99.07848358,0,https://drive.google.com/file/d/1mQ-EjOna9v12dbpVLU_XhxNW8iKrf9FW/view?usp=drive_link,,
2276,องค์การบริหารส่วนตำบล,เลม็ด,เลม็ด,ไชยา,สุราษฎร์ธานี,921.6,2555,สจป.11 สุราษฎร์ธานี,องค์การบริหารส่วนตำบลเลม็ด,9.3635044,99.1897262,0,https://drive.google.com/file/d/1Dxpqo4JsrPwTeQAofwlHZc1CDa-xKAYz/view?usp=drive_link,,
2277,เทศบาลตำบล,เวียง,เวียง,ไชยา,สุราษฎร์ธานี,"1,670.62",2549,สจป.11 สุราษฎร์ธานี,เทศบาลตำบลเวียง,9.3854668,99.178517,0,,https://drive.google.com/file/d/1gypDUH40ZUbhkPWddmiT9i2I5WZEm3Gu/view?usp=drive_link,https://drive.google.com/file/d/16BC7oSoYINUJb1ho5jiK9IY6r9chJ_rj/view?usp=drive_link
2278,องค์การบริหารส่วนตำบล,ไชยคราม,ไชยคราม,ดอนสัก,สุราษฎร์ธานี,587.44,2549,สจป.11 สุราษฎร์ธานี,องค์การบริหารส่วนตำบลไชยคราม,9.2075357,99.6250164,0,,https://drive.google.com/file/d/1M7uHTCr-slntGddg_xuiBJwBfUY_BanD/view?usp=drive_link,https://drive.google.com/file/d/1udvZJq6Hz-qBEM9d-J-aHYulPefGdZrS/view?usp=drive_link
2279,องค์การบริหารส่วนตำบล,ดอนสัก,ดอนสัก,ดอนสัก,สุราษฎร์ธานี,"6,989.85",2555,สจป.11 สุราษฎร์ธานี,องค์การบริหารส่วนตำบลดอนสัก,9.2737515,99.7110591,0,https://drive.google.com/file/d/1M0FgNTvnGl_j8Nm554erbQd2h9_kmqMu/view?usp=drive_link,,
2280,เทศบาลเมือง,ปากแพรก,ปากแพรก,ดอนสัก,สุราษฎร์ธานี,"25,939.10",2549,สจป.11 สุราษฎร์ธานี,เทศบาลเมืองปากแพรก,9.1177177,99.699308,0,,https://drive.google.com/file/d/1_W8cJyJjjJ-4pQbkXR5pVExL-BHlRIyc/view?usp=drive_link,https://drive.google.com/file/d/1njtsCX4Hg7O5rVovY98loLgkvYB8nen_/view?usp=drive_link
2281,องค์การบริหารส่วนตำบล,คลองพา,คลองพา,ท่าชนะ,สุราษฎร์ธานี,"10,782.77",2555,สจป.11 สุราษฎร์ธานี,องค์การบริหารส่วนตำบลคลองพา,9.5924466,99.1199415,5,https://drive.google.com/file/d/1w3SRV7ALUOr2AfWlT-XIs6TraF4OjvMi/view?usp=drive_link,,
2282,องค์การบริหารส่วนตำบล,คันธุลี,คันธุลี,ท่าชนะ,สุราษฎร์ธานี,"23,870.98",2555,สจป.11 สุราษฎร์ธานี,องค์การบริหารส่วนตำบลคันธุลี,9.658415,99.1181411,5,https://drive.google.com/file/d/1u_mZO9zzFSTgYP7XsxXzhekhvUY7J95s/view?usp=drive_link,,
2283,องค์การบริหารส่วนตำบล,ประสงค์,ประสงค์,ท่าชนะ,สุราษฎร์ธานี,"60,638.12",2555,สจป.11 สุราษฎร์ธานี,องค์การบริหารส่วนตำบลประสงค์,9.5225381,99.1365426,5,,,
2284,องค์การบริหารส่วนตำบล,สมอทอง,สมอทอง,ท่าชนะ,สุราษฎร์ธานี,"8,607.50",2555,สจป.11 สุราษฎร์ธานี,องค์การบริหารส่วนตำบลสมอทอง,9.564476733,99.12558652,5,https://drive.google.com/file/d/1QELmtXYy6kqwH7eNVWh4oDy3YCNp2xyS/view?usp=drive_link,,
2285,องค์การบริหารส่วนตำบล,เขาวง,เขาวง,บ้านตาขุน,สุราษฎร์ธานี,"8,748.14",2549,สจป.11 สุราษฎร์ธานี,องค์การบริหารส่วนตำบลเขาวง,8.9288894,98.9188736,0,,https://drive.google.com/file/d/18SXopTNwUQb9GC2FyMMZDNYsVx2m_RZM/view?usp=drive_link,https://drive.google.com/file/d/180-sJ1OALwaiEQneyruJjAqu4jzj98cP/view?usp=drive_link
2286,องค์การบริหารส่วนตำบล,ทรัพย์ทวี,ทรัพย์ทวี,บ้านนาเดิม,สุราษฎร์ธานี,"1,657.60",2549,สจป.11 สุราษฎร์ธานี,องค์การบริหารส่วนตำบลทรัพย์ทวี,8.9276011,99.242202,0,,https://drive.google.com/file/d/1mHtf3grXkzTAe2ayKjaE9myJ5k58wg_o/view?usp=drive_link,https://drive.google.com/file/d/15vXPP1zNnAyIqc7FZtNVC1ffUV3M_f6u/view?usp=drive_link
2287,องค์การบริหารส่วนตำบล,ท่าเรือ,ท่าเรือ,บ้านนาเดิม,สุราษฎร์ธานี,647.34,2549,สจป.11 สุราษฎร์ธานี,องค์การบริหารส่วนตำบลท่าเรือ,8.9266315,99.2735375,0,,https://drive.google.com/file/d/1Bf_pDIPLFYQmGuuCvc13f1dGSF1P5k42/view?usp=drive_link,https://drive.google.com/file/d/1nwB7YHx6auXktMbh_hYe9tYZ4LAwPMeJ/view?usp=drive_link
2288,องค์การบริหารส่วนตำบล,นาใต้,นาใต้,บ้านนาเดิม,สุราษฎร์ธานี,"1,633.05",2555,สจป.11 สุราษฎร์ธานี,องค์การบริหารส่วนตำบลนาใต้,8.9058854,99.3217735,5,https://drive.google.com/file/d/1nOkZo6DbDxVXs5SDiCQtuBjX6DwsQip2/view?usp=drive_link,,
2289,องค์การบริหารส่วนตำบล,บ้านนา,บ้านนา,บ้านนาเดิม,สุราษฎร์ธานี,"3,472.02",2549,สจป.11 สุราษฎร์ธานี,องค์การบริหารส่วนตำบลบ้านนา,8.844567,99.3044435,0,,https://drive.google.com/file/d/1nLftLeNv1xVnx6e8-HXBvNRE3g6VxS9w/view?usp=drive_link,https://drive.google.com/file/d/1ahtvRJCBWJrrGmiy9JHPwFleQYdIHvbL/view?usp=drive_link
2290,เทศบาลตำบล,คลองปราบ,คลองปราบ,บ้านนาสาร,สุราษฎร์ธานี,0,2555,สจป.11 สุราษฎร์ธานี,เทศบาลตำบลคลองปราบ,8.7482163,99.3563308,0,https://drive.google.com/file/d/1uzajTE47DrdICHVCdGkhcD_hPC7AjWaq/view?usp=drive_link,,
2291,องค์การบริหารส่วนตำบล,ทุ่งเตา,ทุ่งเตา,บ้านนาสาร,สุราษฎร์ธานี,"1,283.93",2555,สจป.11 สุราษฎร์ธานี,องค์การบริหารส่วนตำบลทุ่งเตา,8.9276011,99.242202,0,https://drive.google.com/file/d/1LnKLtpn2iNTw9dU8YJ8oZoBC3rFT9nX8/view?usp=drive_link,,
2292,องค์การบริหารส่วนตำบล,ทุ่งเตาใหม่,ทุ่งเตาใหม่,บ้านนาสาร,สุราษฎร์ธานี,164.23,2555,สจป.11 สุราษฎร์ธานี,องค์การบริหารส่วนตำบลทุ่งเตาใหม่,8.9636368,99.3991413,0,https://drive.google.com/file/d/18apxNSyBqQuBCu16iB5aBxZ48EM4bUsn/view?usp=drive_link,,
2293,เทศบาลตำบล,พรุพี,พรุพี,บ้านนาสาร,สุราษฎร์ธานี,"3,850.93",2555,สจป.11 สุราษฎร์ธานี,เทศบาลตำบลพรุพี,8.7138585,99.3545183,0,https://drive.google.com/file/d/1SEByiU1O_dLUZObyik83NInGpT0kTPB6/view?usp=drive_link,,
2294,องค์การบริหารส่วนตำบล,เพิ่มพูนทรัพย์,เพิ่มพูนทรัพย์,บ้านนาสาร,สุราษฎร์ธานี,326.53,2555,สจป.11 สุราษฎร์ธานี,องค์การบริหารส่วนตำบลเพิ่มพูนทรัพย์,8.802296832,99.40979004,5,https://drive.google.com/file/d/1EdeAzmzYqcDXn8n_zyGzsPdJSxNhkRE6/view?usp=drive_link,,
2295,องค์การบริหารส่วนตำบล,ลำพูน,ลำพูน,บ้านนาสาร,สุราษฎร์ธานี,"3,977.58",2549,สจป.11 สุราษฎร์ธานี,องค์การบริหารส่วนตำบลลำพูน,8.823323591,99.40445982,5,,https://drive.google.com/file/d/1ycfkzWxXvtyDqV0wrOeXNaQBNmH0Asly/view?usp=drive_link,https://drive.google.com/file/d/1RXRHr920IDa73EkHV0_lZh3mh_l0TiH_/view?usp=drive_link
2296,เทศบาลตำบล,คลองชะอุ่น,คลองชะอุ่น,พนม,สุราษฎร์ธานี,"38,727.91",2555,สจป.11 สุราษฎร์ธานี,เทศบาลตำบลคลองชะอุ่น,8.7508402,98.8028233,0,https://drive.google.com/file/d/1UQDcGI2AVwys2j6lQtslj0J2gVBTCXnw/view?usp=drive_link,,
2297,องค์การบริหารส่วนตำบล,คลองศก,คลองศก,พนม,สุราษฎร์ธานี,"20,682.48",2549,สจป.11 สุราษฎร์ธานี,องค์การบริหารส่วนตำบลคลองศก,8.8899027,98.6617978,5,,https://drive.google.com/file/d/1STckZ7JOxr_IV95I8EKlwHuQNUZFRlOB/view?usp=drive_link,https://drive.google.com/file/d/1bDFe1BT9MzAIWXvYkPzsBO-Q8rKzUb_n/view?usp=drive_link
2298,องค์การบริหารส่วนตำบล,ต้นยวน,ต้นยวน,พนม,สุราษฎร์ธานี,"7,164.78",2549,สจป.11 สุราษฎร์ธานี,องค์การบริหารส่วนตำบลต้นยวน,8.880747,98.85697603,0,,https://drive.google.com/file/d/1dzMPI362Sp6xF2XmSpToLjlNbIjTC5lt/view?usp=drive_link,https://drive.google.com/file/d/1JtT_WcXeiXkMf2bHzzCBOOwzsFXqEi87/view?usp=drive_link
2299,เทศบาลตำบล,พนม,พนม,พนม,สุราษฎร์ธานี,8.87,2549,สจป.11 สุราษฎร์ธานี,เทศบาลตำบลพนม,8.8585264,98.8116924,5,,https://drive.google.com/file/d/1-myVLGKIqiXTygIn6gp_WIRjiaR9W0dq/view?usp=drive_link,https://drive.google.com/file/d/1-1KIqtZPCOHIRN51lpB7gFWJB_rNHbw_/view?usp=drive_link
2300,องค์การบริหารส่วนตำบล,พลูเถื่อน,พลูเถื่อน,พนม,สุราษฎร์ธานี,"32,504.05",2555,สจป.11 สุราษฎร์ธานี,องค์การบริหารส่วนตำบลพลูเถื่อน,8.7126559,98.7271135,0,https://drive.google.com/file/d/1UQDcGI2AVwys2j6lQtslj0J2gVBTCXnw/view?usp=drive_link,,
2301,องค์การบริหารส่วนตำบล,ไทรขึง,ไทรขึง,พระแสง,สุราษฎร์ธานี,"19,029.37",2555,สจป.11 สุราษฎร์ธานี,องค์การบริหารส่วนตำบลไทรขึง,8.526748433,99.10314725,0,https://drive.google.com/file/d/17JfnLQ_AHmyAFAu37baw1myfZlYRgGiu/view?usp=drive_link,,
2302,องค์การบริหารส่วนตำบล,บางสวรรค์,บางสวรรค์,พระแสง,สุราษฎร์ธานี,"70,772.03",2555,สจป.11 สุราษฎร์ธานี,องค์การบริหารส่วนตำบลบางสวรรค์,8.591922596,99.03030252,0,https://drive.google.com/file/d/1u0TlRJwwgudCrCM_w5sWzeaU8wOwBGFH/view?usp=drive_link,,
2303,องค์การบริหารส่วนตำบล,สาคู,สาคู,พระแสง,สุราษฎร์ธานี,"29,527.10",2555,สจป.11 สุราษฎร์ธานี,องค์การบริหารส่วนตำบลสาคู,8.5612728,99.1626122,5,https://drive.google.com/file/d/1fjklhqnAcLT7OyMGkfS54bfwtmCustrm/view?usp=drive_link,,
2304,องค์การบริหารส่วนตำบล,สินเจริญ,สินเจริญ,พระแสง,สุราษฎร์ธานี,"13,447.72",2555,สจป.11 สุราษฎร์ธานี,องค์การบริหารส่วนตำบลสินเจริญ,8.413500443,99.24240326,0,https://drive.google.com/file/d/1CZqdBubN_z5ePGzm8z37RmSl-eusdIbS/view?usp=drive_link,,
2305,องค์การบริหารส่วนตำบล,สินปุน,สินปุน,พระแสง,สุราษฎร์ธานี,2.41,2555,สจป.11 สุราษฎร์ธานี,องค์การบริหารส่วนตำบลสินปุน,8.5300254,99.2418545,0,,,
2306,องค์การบริหารส่วนตำบล,อิปัน,อิปัน,พระแสง,สุราษฎร์ธานี,"11,322.03",2555,สจป.11 สุราษฎร์ธานี,องค์การบริหารส่วนตำบลอิปัน,8.569505258,99.22918819,5,https://drive.google.com/file/d/1UrdYm1jMrHxqkYxhO4bSZuxIB49CfPz1/view?usp=drive_link,,
2307,องค์การบริหารส่วนตำบล,กรูด,กรูด,พุนพิน,สุราษฎร์ธานี,"20,822.67",2549,สจป.11 สุราษฎร์ธานี,องค์การบริหารส่วนตำบลกรูด,8.9572086,99.163631,0,,https://drive.google.com/file/d/17VzBFymP2EJw1eDdqdJfywNIZBWHp5A_/view?usp=drive_link,https://drive.google.com/file/d/1PR5lV_Y1rjHF-QU2CjNxnS-gbWGo9U99/view?usp=drive_link
2308,องค์การบริหารส่วนตำบล,ตะปาน,ตะปาน,พุนพิน,สุราษฎร์ธานี,"68,692.95",2555,สจป.11 สุราษฎร์ธานี,องค์การบริหารส่วนตำบลตะปาน,8.866495,99.146801,5,https://drive.google.com/file/d/1LCcpf-8xQJjOPXNO00h3aVxmh2GieIut/view?usp=drive_link,,
